,Country,Popularity,Title,Artist,Album/Single,Artist_followers,Explicit,Album,Release_date,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,Genre_new
76667,Global,64.8,puppe,Rammstein,album,5126749,False,RAMMSTEIN,2019-05-17,0.581,0.8220000000000001,11.0,-7.341,1.0,0.0574,0.0229,0.0,0.126,0.3,116.929,273707.0,metal
753,Global,64.8,mary janes last dance,Tom Petty and the Heartbreakers,compilation,1575881.0,False,Greatest Hits,1993-11-16,0.451,0.669,10.0,-9.033,1.0,0.0651,0.0267,0.0,0.153,0.523,169.632,272133.0,rock
76246,Global,64.8,smile,Katy Perry,single,16588925,False,Smile,2020-07-10,0.7829999999999999,0.912,0.0,-3.713,1.0,0.243,0.0238,0.0,0.339,0.7490000000000001,98.025,166898.0,pop
21238,Global,64.8,loyal,PARTYNEXTDOOR - Drake,album,2621172.0,False,PARTYMOBILE,2020-03-26,0.866,0.53,0.0,-6.347,0.0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973.0,pop
55727,Global,64.0,reggaetón en lo oscuro,Wisin & Yandel,single,3993387.0,False,Reggaetón en lo Oscuro,2018-10-25,0.7440000000000001,0.894,1.0,-3.685,1.0,0.0769,0.0627,3.71e-06,0.108,0.7290000000000001,92.018,208947.0,latin
41723,Global,64.0,i found you / nilda’s story,benny blanco - Calvin Harris - Miguel,single,653196.0,False,I Found You / Nilda’s Story (with Calvin Harris & Miguel),2019-01-04,0.337,0.241,6.0,-9.849,1.0,0.0527,0.94,0.0112,0.131,0.181,81.916,191465.0,pop
21933,Global,64.0,global,Lil Baby,album,5372519.0,True,Street Gossip,2018-11-30,0.672,0.565,1.0,-6.504,1.0,0.441,0.106,0.0,0.113,0.313,163.827,169826.0,hip hop
60732,Global,64.0,saint laurenttt,NAV,album,2237000,True,Good Intentions,2020-05-08,0.843,0.529,7.0,-7.476,1.0,0.0515,0.317,1.4800000000000002e-05,0.284,0.289,97.971,170536.0,hip hop
67796,Global,64.0,gang gang,ScHoolboy Q,album,3388289,True,CrasH Talk,2019-04-26,0.8320000000000001,0.491,8.0,-5.721,1.0,0.109,0.0157,1.34e-05,0.6509999999999999,0.0561,129.97899999999998,135493.0,rap
34706,Global,64.0,should i stay or should i go - remastered,The Clash,album,1966807.0,False,Combat Rock (Remastered),1982,0.742,0.833,2.0,-6.462999999999999,1.0,0.115,0.079,0.0,0.384,0.816,113.375,188987.0,rock
71825,Global,64.0,perfect places,Lorde,single,6631708,True,Perfect Places,2017-06-01,0.616,0.5760000000000001,1.0,-5.299,0.0,0.0561,0.0024,2.9100000000000006e-05,0.128,0.521,104.414,221874.0,pop
21006,Global,64.0,high demand,Future,album,9442830.0,True,FUTURE,2017-08-04,0.907,0.465,5.0,-7.122999999999998,0.0,0.28800000000000003,0.0175,1.5399999999999998e-05,0.117,0.188,141.957,211692.0,hip hop
1323,Global,64.0,the good side,Troye Sivan,single,5087482.0,False,The Good Side,2018-01-18,0.424,0.259,2.0,-16.509,1.0,0.0531,0.418,0.00247,0.354,0.316,165.755,268597.0,pop
54450,Global,64.0,nervous,Shawn Mendes,single,29743681.0,False,Nervous,2018-05-23,0.8390000000000001,0.625,0.0,-6.761,1.0,0.0769,0.0415,0.0,0.125,0.748,121.982,164187.0,pop
15001,Global,64.0,god is a dancer,Tiësto - Mabel,single,5177309.0,False,God Is A Dancer (with Mabel),2019-09-20,0.774,0.747,1.0,-3.908,0.0,0.08199999999999999,0.0241,6.11e-06,0.342,0.833,119.964,168125.0,house
83154,Global,64.0,carry me away,John Mayer,single,4770134,False,Carry Me Away,2019-09-06,0.703,0.6679999999999999,4.0,-7.746,1.0,0.0289,0.0428,0.000408,0.0963,0.659,120.005,156987.0,indie
21876,Global,64.0,bpm,Damso,album,2622238.0,True,QALF,2020-09-17,0.852,0.447,7.0,-12.241,0.0,0.539,0.29100000000000004,0.0214,0.105,0.36,160.065,182533.0,hip hop
75262,Global,64.0,tú no amas,Mambo Kingz - DJ Luian - Anuel AA - KAROL G - Arcangel,compilation,127740,False,Tú No Amas,2019-06-19,0.8029999999999999,0.589,11.0,-5.8889999999999985,1.0,0.0954,0.442,1.15e-06,0.634,0.562,140.05700000000002,273321.0,reggaeton
75980,Global,63.2,redemption interlude,Zacari,album,61128,True,Black Panther The Album Music From And Inspired By,2018-02-09,0.391,0.442,4.0,-13.558,0.0,0.139,0.633,2.35e-05,0.0835,0.14800000000000002,115.501,85267.0,else
59970,Global,63.2,all i want for christmas  - remastered,Nat King Cole Trio,compilation,101356.0,False,The Complete Capitol Recordings Of The Nat King Cole Trio,1993-01-01,0.752,0.0869,9.0,-16.759,1.0,0.071,0.967,0.0,0.0869,0.502,130.566,151893.0,pop
73362,Global,63.2,thought i knew you,Nicki Minaj - The Weeknd,album,19152566,True,Queen,2018-08-10,0.77,0.715,1.0,-5.92,1.0,0.045,0.0373,0.0018,0.0959,0.468,150.02700000000004,198280.0,pop
18157,Global,63.2,find you,Nick Jonas,single,6723502.0,False,Find You,2017-09-14,0.632,0.73,6.0,-4.075,0.0,0.0338,0.00113,0.0,0.0826,0.311,125.993,197893.0,pop
31399,Global,63.2,culpable o no - miénteme como siempre,Luis Miguel,album,5882734.0,False,Busca Una Mujer,1988-11-25,0.54,0.3670000000000001,0.0,-14.238,1.0,0.0277,0.0367,0.0,0.0433,0.252,70.27600000000001,237240.0,bolero
32375,Global,63.2,sw1n6o - feat. salmo,tha Supreme - Salmo,album,1141349.0,True,23 6451,2019-11-15,0.569,0.828,0.0,-5.5539999999999985,0.0,0.0857,0.122,7.05e-06,0.785,0.7859999999999999,169.982,184037.0,hip hop
32883,Global,63.2,hard piano,Pusha T - Rick Ross,album,1804817.0,True,DAYTONA,2018-05-25,0.5820000000000001,0.778,4.0,-3.776,0.0,0.17800000000000002,0.0347,0.0,0.21,0.205,82.193,195733.0,rap
54729,Global,63.2,sanctify,Years & Years,single,1491082.0,False,Sanctify,2018-03-07,0.667,0.624,1.0,-5.527,1.0,0.0688,0.0152,2.05e-05,0.29600000000000004,0.19,101.96,189815.0,pop
52128,Global,63.2,hun43rd,A$AP Rocky,album,8122580.0,True,TESTING,2018-05-25,0.584,0.546,2.0,-9.321,1.0,0.0762,0.444,0.0,0.355,0.355,136.335,242747.0,hip hop
25391,Global,63.2,this aint that,Trippie Redd - Lil Mosey,album,5502398.0,True,A Love Letter To You 4,2019-11-22,0.716,0.68,4.0,-4.755,0.0,0.0589,0.114,0.0,0.366,0.219,76.47,207059.0,rap
72866,Global,63.2,jodeci freestyle,Drake - J. Cole,album,50593376,True,Care Package,2019-08-02,0.498,0.8440000000000001,2.0,-2.834,1.0,0.268,0.0111,0.0,0.102,0.282,88.435,254022.0,hip hop
53830,Global,63.2,goutte deau,Ninho,album,3745813.0,True,Destin,2019-03-22,0.6829999999999999,0.693,5.0,-6.441,0.0,0.127,0.647,0.0,0.121,0.322,137.826,157184.0,hip hop
28999,Global,63.2,hard to choose one,Future,album,9442830.0,True,High Off Life,2020-05-15,0.884,0.436,10.0,-9.922,1.0,0.255,0.011,0.0,0.101,0.254,119.013,193657.0,hip hop
20724,Global,62.40000000000001,bye bye,Kim Loaiza - Jd Pantoja,single,1172993.0,False,Bye Bye,2020-08-21,0.805,0.595,11.0,-6.86,0.0,0.0759,0.24,0.0,0.0722,0.685,150.062,184000.0,pop
43227,Global,62.40000000000001,inside friend,Leon Bridges - John Mayer,single,1099787.0,False,Inside Friend (feat. John Mayer),2020-04-10,0.693,0.259,1.0,-7.917999999999998,1.0,0.0372,0.448,0.000135,0.0995,0.361,88.97200000000002,175432.0,r&b/soul
6200,Global,62.40000000000001,mos definitely,Logic,album,5004777.0,True,Everybody,2017-05-05,0.604,0.872,10.0,-4.01,0.0,0.28800000000000003,0.0978,0.0,0.121,0.732,64.331,206293.0,hip hop
38606,Global,62.40000000000001,motw,Gunna,album,2611308.0,True,WUNNA,2020-05-22,0.8690000000000001,0.568,11.0,-7.631,0.0,0.104,0.0759,0.00344,0.101,0.394,111.994,152680.0,hip hop
25236,Global,62.40000000000001,cheum,Nekfeu,album,1515461.0,True,Les étoiles vagabondes,2019-06-06,0.872,0.613,9.0,-4.884,1.0,0.319,0.265,0.0,0.0819,0.339,139.888,196027.0,hip hop
37462,Global,62.40000000000001,sauce,Justin Timberlake,album,9849964.0,False,Man of the Woods,2018-02-02,0.727,0.85,1.0,-4.965,1.0,0.0401,0.0598,0.000109,0.312,0.8009999999999999,113.019,245080.0,pop
37604,Global,62.40000000000001,bigger than me,Big Sean - The Flint Chozen Choir - Starrah,album,7838718.0,True,I Decided.,2017-02-03,0.366,0.639,10.0,-7.98,0.0,0.101,0.269,0.0,0.29,0.168,83.339,292520.0,hip hop
21503,Global,62.40000000000001,the mantra,Mike WiLL Made-It - Pharrell Williams - Kendrick Lamar,album,1128985.0,True,Creed II: The Album,2018-11-16,0.698,0.7070000000000001,9.0,-3.778,0.0,0.114,0.284,0.0,0.177,0.413,155.009,247688.0,hip hop
28263,Global,62.40000000000001,fuori e dentro,Gemitaiz - MadMan - tha Supreme,album,1619295.0,True,Scatola Nera,2019-09-19,0.919,0.5820000000000001,2.0,-7.2010000000000005,1.0,0.119,0.111,0.0,0.118,0.5379999999999999,123.947,170000.0,hip hop
18350,Global,62.40000000000001,fazer falta,Mc Livinho,single,5801264.0,False,Fazer Falta,2017-05-25,0.532,0.467,11.0,-6.499,0.0,0.117,0.0133,2.91e-06,0.226,0.249,76.792,210960.0,dance/electronic
54099,Global,62.40000000000001,uh huh,Julia Michaels,single,3285815.0,True,Uh Huh,2017-06-02,0.763,0.6729999999999999,4.0,-4.9060000000000015,1.0,0.201,0.127,4.86e-05,0.0751,0.5539999999999999,137.937,177840.0,pop
58391,Global,62.40000000000001,don’t stop,Megan Thee Stallion - Young Thug,single,2386160.0,True,Don’t Stop (feat. Young Thug),2020-10-02,0.933,0.757,2.0,-3.212,1.0,0.117,0.00184,0.0,0.135,0.544,137.993,187941.0,rap
9164,Global,62.40000000000001,movin too fast,Migos,album,10919803.0,True,Culture II,2018-01-26,0.87,0.5710000000000001,1.0,-7.2970000000000015,0.0,0.19,0.126,0.0,0.0785,0.159,131.07299999999998,263983.0,hip hop
17629,Global,62.40000000000001,make me feel,Janelle Monáe,single,990340.0,True,Make Me Feel,2018-02-22,0.8590000000000001,0.413,1.0,-7.399,1.0,0.182,0.132,0.0,0.334,0.6970000000000001,115.035,194230.0,else
10913,Global,62.4,cool out,Imagine Dragons,album,30723081.0,False,Origins (Deluxe),2018-11-09,0.636,0.718,1.0,-4.833,0.0,0.0313,0.00483,6.51e-06,0.292,0.4370000000000001,143.929,217867.0,rock
82613,Global,62.4,happiness over everything,Jhené Aiko - Future - Miguel,album,3809217,False,Chilombo,2020-03-06,0.415,0.674,1.0,-8.134,0.0,0.335,0.131,0.0,0.202,0.867,134.769,188160.0,r&b/soul
28345,Global,62.4,lie to me,5 Seconds of Summer,album,6734577.0,False,Youngblood (Deluxe),2018-06-15,0.633,0.478,0.0,-5.5710000000000015,1.0,0.0359,0.0115,0.0,0.103,0.6920000000000001,159.951,150467.0,boy band
35331,Global,62.4,she will be loved - radio mix,Maroon 5,album,27713137.0,False,Songs About Jane: 10th Anniversary Edition,2002,0.6509999999999999,0.6629999999999999,0.0,-5.569,0.0,0.0281,0.228,0.0,0.0994,0.465,102.0,259453.0,pop
7898,Global,61.6,sweet dreams  - remastered,Eurythmics - Annie Lennox - Dave Stewart,album,1128267.0,False,Sweet Dreams (Are Made Of This),1983-01-04,0.6920000000000001,0.711,0.0,-7.497999999999998,0.0,0.0317,0.225,0.0,0.12,0.875,125.135,216933.0,pop
1788,Global,61.6,the man,The Killers,single,5639246.0,False,The Man,2017-06-14,0.612,0.942,6.0,-2.5580000000000003,0.0,0.122,0.0776,5.97e-06,0.0867,0.474,106.039,248400.0,rock
3502,Global,61.6,posted with demons,Future,album,9442830.0,True,High Off Life,2020-05-15,0.931,0.574,4.0,-5.695,0.0,0.381,0.28300000000000003,0.0,0.274,0.449,129.967,189342.0,hip hop
32560,Global,61.6,bird shit,Trippie Redd,album,5502398.0,True,LIFE'S A TRIP,2018-08-10,0.78,0.5660000000000001,0.0,-8.354,1.0,0.12,0.0493,0.0,0.18,0.476,159.965,228960.0,rap
73298,Global,61.6,hate me,Trippie Redd - YoungBoy Never Broke Again,album,5502398,True,A Love Letter To You 4,2019-11-22,0.872,0.48,10.0,-7.184,1.0,0.0664,0.406,0.0,0.109,0.61,121.013,144771.0,rap
80075,Global,61.6,beloved,Mumford & Sons,album,5852948,False,Delta,2018-11-16,0.445,0.773,2.0,-7.227,1.0,0.0441,0.00539,0.153,0.131,0.313,191.966,265096.0,rock
43558,Global,61.6,breakdown,Tom Petty and the Heartbreakers,album,1575881.0,False,Tom Petty & The Heartbreakers,1976-11-09,0.625,0.35,9.0,-8.395,0.0,0.0436,0.398,6.759999999999999e-05,0.123,0.69,113.688,163893.0,rock
55311,Global,61.6,this is halloween,Marilyn Manson,compilation,2963832.0,False,The Nightmare Before Christmas Special Edition (Original Motion Picture Soundtrack/Japan Release Version),2006-10-24,0.48,0.944,5.0,-6.775,0.0,0.17800000000000002,0.127,0.000211,0.0938,0.312,168.176,202907.0,metal
42203,Global,61.6,rebota,Guayna,single,180.0,True,ReBoTa,2019-05-25,0.82,0.895,2.0,-2.735,1.0,0.275,0.18600000000000005,0.0,0.325,0.909,90.09,202478.0,else
79050,Global,61.6,lambotruck,Dreamville - Cozz - REASON - Childish Major,album,301682,True,Revenge Of The Dreamers III,2019-07-05,0.6779999999999999,0.695,10.0,-5.323,0.0,0.28600000000000003,0.0485,0.0,0.254,0.242,135.04399999999998,229387.0,hip hop
4125,Global,61.6,spirit in the sky,KEiiNO,single,25271.0,False,Spirit in the Sky,2019-01-25,0.61,0.754,9.0,-6.4689999999999985,0.0,0.0585,0.135,0.0,0.107,0.35700000000000004,121.952,185158.0,pop
47068,Global,61.6,susamam,Şanışer - Kamufle - Mert Şenel - Mirac - Aga B - Defkhan - Aspova - Yeis Sensura - Sehabe - Deniz Tekin - Ozbi - Sokrat St - Tahribad-ı İsyan - Beta - Server Uraz - Hayki - Ados - Fuat,single,801328.0,True,Susamam,2019-09-06,0.64,0.6809999999999999,0.0,-7.9620000000000015,0.0,0.152,0.408,0.0,0.0925,0.298,129.805,851871.0,hip hop
32273,Global,61.6,never change,Trippie Redd - Future,album,5502398.0,True,Pegasus,2020-10-30,0.345,0.7490000000000001,5.0,-6.065,0.0,0.163,0.121,0.0,0.187,0.613,154.984,173846.0,rap
36368,Global,61.6,glittery - from the kacey musgraves christmas show,Kacey Musgraves - Troye Sivan,album,852563.0,False,The Kacey Musgraves Christmas Show,2019-11-29,0.509,0.307,1.0,-9.616,0.0,0.0307,0.8740000000000001,0.0,0.701,0.392,85.471,143467.0,country
51883,Global,61.6,brown paper bag,Migos,album,10919803.0,True,Culture,2017-01-27,0.907,0.489,8.0,-5.79,1.0,0.158,0.0477,0.0,0.115,0.253,136.982,211244.0,hip hop
4517,Global,61.6,365 tage,Samra - Capital Bra,album,874886.0,False,Jibrail & Iblis,2020-04-16,0.527,0.836,1.0,-4.848,1.0,0.463,0.434,0.0,0.128,0.496,87.417,251893.0,hip hop
73700,Global,61.6,shenmue,PNL,album,3410199,True,Deux frères,2019-04-05,0.909,0.5820000000000001,7.0,-5.357,1.0,0.0665,0.0696,4.78e-05,0.0984,0.8440000000000001,126.063,249598.0,hip hop
6474,Global,61.6,solo quédate en silencio,RBD - Anahí - Dulce María - Maite Perroni - Christian Chávez - Christopher von Uckermann - Alfonso Herrera,album,955734.0,False,Rebelde,2004-01-01,0.464,0.775,7.0,-4.838,1.0,0.0313,0.203,0.0,0.0478,0.672,184.08900000000003,219520.0,pop
36516,Global,60.8,time,Childish Gambino - Ariana Grande,album,7079534.0,False,3.15.20,2020-03-22,0.621,0.5379999999999999,10.0,-9.307,1.0,0.0401,0.0117,0.0189,0.583,0.311,85.977,367293.0,hip hop
53834,Global,60.8,only 1,Metro Boomin - Travis Scott,album,2130658.0,True,NOT ALL HEROES WEAR CAPES,2018-11-02,0.317,0.239,1.0,-12.036,0.0,0.0331,0.7440000000000001,0.0,0.16899999999999998,0.391,78.251,80467.0,hip hop
57822,Global,60.8,gang up,Young Thug - 2 Chainz - Wiz Khalifa - PnB Rock,single,5647016.0,True,"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",2017-03-23,0.631,0.732,1.0,-4.706,1.0,0.203,0.0304,0.0,0.261,0.5489999999999999,151.779,231659.0,hip hop
8556,Global,60.8,fly,KC Rebell - Summer Cem,single,1037761.0,False,FLY,2020-05-29,0.835,0.596,5.0,-6.6370000000000005,0.0,0.297,0.13699999999999998,1.09e-06,0.16399999999999998,0.897,100.706,174893.0,trap
48988,Global,60.8,home,Martin Garrix - Bonn,single,13885414.0,False,Home (feat. Bonn),2019-08-16,0.466,0.612,8.0,-4.855,0.0,0.0307,0.0655,4.07e-06,0.132,0.236,128.114,239067.0,house
30246,Global,60.8,you’re the best thing about me,U2,single,7469880.0,False,You’re The Best Thing About Me,2017-09-06,0.653,0.775,2.0,-6.723,1.0,0.0366,0.00181,0.0,0.331,0.82,117.016,225738.0,rock
82707,Global,60.8,the way i am,Charlie Puth,single,11708460,False,The Way I Am,2018-05-03,0.755,0.769,10.0,-5.658,0.0,0.18600000000000005,0.314,2.38e-06,0.0628,0.642,114.966,186080.0,pop
33350,Global,60.8,invisible,Linkin Park,album,17132813.0,False,One More Light,2017-05-19,0.47,0.74,11.0,-6.093,1.0,0.07,0.0455,0.0,0.091,0.562,84.84100000000002,214347.0,metal
6321,Global,60.8,0.00,Childish Gambino,album,7079534.0,False,3.15.20,2020-03-22,0.174,0.0466,3.0,-18.458,1.0,0.0495,0.672,0.196,0.42,0.0337,116.713,179387.0,hip hop
17019,Global,60.8,september - recorded at the tracking room nashville,Taylor Swift,single,33485486.0,False,Spotify Singles,2018-04-13,0.6409999999999999,0.444,6.0,-6.482,1.0,0.0239,0.412,0.00121,0.179,0.588,107.081,187824.0,pop
24535,Global,60.8,i always wanna die,The 1975,album,4472646.0,False,A Brief Inquiry Into Online Relationships,2018-11-30,0.376,0.473,4.0,-5.636,1.0,0.0325,0.00527,0.00162,0.123,0.0398,148.835,314663.0,rock
9875,Global,60.8,deep reverence,Big Sean - Nipsey Hussle,album,7838718.0,True,Detroit 2,2020-09-04,0.631,0.848,9.0,-4.839,0.0,0.31,0.138,0.0,0.379,0.265,91.879,231352.0,hip hop
22274,Global,60.00000000000001,sorry for now,Linkin Park,album,17132813.0,False,One More Light,2017-05-19,0.608,0.584,1.0,-6.652,1.0,0.0352,0.00995,0.0,0.203,0.251,94.956,203653.0,metal
68590,Global,60.0,les étoiles vagabondes,Nekfeu,album,1515461,True,Les étoiles vagabondes,2019-06-06,0.789,0.47,11.0,-6.372999999999998,0.0,0.421,0.355,0.0,0.158,0.441,79.982,234053.0,hip hop
14408,Global,60.0,im ready for you,Bryson Tiller,album,4447390.0,True,A N N I V E R S A R Y,2020-10-02,0.741,0.64,0.0,-6.452000000000001,0.0,0.405,0.228,8.55e-05,0.138,0.893,179.095,174093.0,hip hop
21891,Global,60.0,fall in line,Christina Aguilera - Demi Lovato,single,5560243.0,False,Fall In Line (feat. Demi Lovato),2018-05-16,0.39,0.631,9.0,-4.7010000000000005,0.0,0.0769,0.209,0.0,0.277,0.197,123.042,248544.0,pop
12869,Global,60.0,new orleans,BROCKHAMPTON,album,1614536.0,True,iridescence,2018-09-21,0.639,0.815,11.0,-4.962,0.0,0.252,0.232,0.0,0.299,0.4,159.903,243280.0,boy band
40595,Global,60.0,momma i hit a lick,2 Chainz - Kendrick Lamar,album,5854248.0,True,Rap Or Go To The League,2019-03-01,0.7959999999999999,0.467,11.0,-6.292999999999998,1.0,0.34,0.202,3.32e-05,0.206,0.4,179.97400000000005,173760.0,hip hop
8913,Global,60.0,champagne rosé,Quavo - Madonna - Cardi B,album,4454166.0,True,QUAVO HUNCHO,2018-10-12,0.86,0.6809999999999999,2.0,-7.016,0.0,0.163,0.0372,2.51e-06,0.0749,0.846,153.993,246741.0,hip hop
23116,Global,60.0,o tannenbaum,Vince Guaraldi Trio,album,84886.0,False,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],1965,0.583,0.191,5.0,-15.938,1.0,0.0404,0.908,0.00824,0.126,0.342,123.303,309387.0,pop
72564,Global,60.0,i love you so much,DJ Khaled - Chance the Rapper,album,5270929,False,Grateful,2017-06-22,0.381,0.894,0.0,-4.192,0.0,0.331,0.0209,0.0,0.214,0.503,103.016,290413.0,pop
51466,Global,60.0,we go high,Chance the Rapper,album,5045736.0,True,The Big Day,2019-07-26,0.657,0.644,5.0,-5.698,0.0,0.363,0.802,0.0,0.101,0.5670000000000001,85.28299999999999,299168.0,rap
63872,Global,60.0,run it up,NAV - Pop Smoke,album,2237000,True,Good Intentions,2020-05-08,0.8740000000000001,0.6559999999999999,7.0,-6.478,0.0,0.091,0.585,0.0,0.251,0.561,134.02200000000002,179372.0,hip hop
23715,Global,60.0,the glorious five,Logic,album,5004777.0,True,YSIV,2018-09-28,0.823,0.8420000000000001,10.0,-7.539,0.0,0.0477,0.0359,0.0,0.381,0.396,91.995,216520.0,hip hop
73271,Global,60.0,"river - recorded at rak studios, london",Sam Smith,single,14303985,False,Spotify Singles - Holiday,2017-11-29,0.472,0.181,10.0,-11.417,1.0,0.0406,0.8959999999999999,1.02e-06,0.11,0.198,116.155,208573.0,pop
60715,Global,59.99999999999999,radioactive,Imagine Dragons,album,30723081,False,Night Visions (Deluxe),2012-09-04,0.473,0.777,9.0,-3.698,1.0,0.059,0.119,7.87e-05,0.6709999999999999,0.21,136.249,186813.0,rock
38198,Global,59.2,wish - trippie mix,Diplo - Trippie Redd,album,2308912.0,True,LIFE'S A TRIP,2018-08-10,0.561,0.8320000000000001,9.0,-7.661,1.0,0.0717,0.232,0.0,0.107,0.6659999999999999,93.991,176874.0,house
69351,Global,59.2,keep ya head up,2Pac,album,9276301,True,Strictly 4 My N.I.G.G.A.Z...,1993-02-16,0.598,0.732,4.0,-7.013,1.0,0.425,0.14400000000000002,0.0,0.508,0.595,172.329,262507.0,funk
32017,Global,59.2,forever,Lil Baby - Lil Wayne,album,5372519.0,True,My Turn,2020-02-28,0.619,0.6679999999999999,4.0,-2.115,0.0,0.271,0.0799,0.0,0.122,0.147,76.514,201616.0,hip hop
63742,Global,59.2,buckets  - from sr3mm,Rae Sremmurd - Swae Lee - Slim Jxmmi - Future,album,6127363,True,SR3MM,2018-05-04,0.903,0.581,11.0,-4.797,1.0,0.0686,0.0303,0.000291,0.102,0.264,139.998,281298.0,hip hop
83095,Global,59.2,take on me,a-ha,album,1326317,False,Hunting High and Low,1985-06-01,0.573,0.902,6.0,-7.638,0.0,0.054000000000000006,0.018000000000000002,0.00125,0.0928,0.8759999999999999,84.412,225280.0,rock
63482,Global,59.2,negative energy,Trippie Redd - Kodie Shane,album,5502398,True,A Love Letter To You 3,2018-11-09,0.659,0.672,9.0,-7.442,1.0,0.264,0.413,0.0,0.125,0.452,139.868,178286.0,rap
52944,Global,59.2,tribe,Bas - J. Cole,album,334762.0,True,Milky Way,2018-08-24,0.755,0.594,7.0,-5.9060000000000015,1.0,0.21600000000000005,0.241,0.0,0.107,0.237,178.929,238053.0,hip hop
57762,Global,59.2,west coast,Imagine Dragons,album,30723081.0,False,Origins (Deluxe),2018-11-09,0.672,0.715,0.0,-6.18,1.0,0.0268,0.581,2.08e-06,0.101,0.677,104.989,217173.0,rock
57117,Global,59.2,yesterday,Imagine Dragons,album,30723081.0,False,Evolve,2017-06-23,0.565,0.642,4.0,-6.162000000000001,1.0,0.0473,0.237,0.0,0.418,0.5660000000000001,156.02700000000004,205114.0,rock
25045,Global,59.2,one thing,One Direction,album,18426467.0,False,Up All Night,2012-05-25,0.713,0.718,2.0,-3.806,1.0,0.0278,0.00233,0.0,0.0838,0.6559999999999999,126.999,197600.0,boy band
55977,Global,59.2,racks blue,Future,album,9442830.0,True,BEASTMODE 2,2018-07-06,0.868,0.5479999999999999,1.0,-7.864,1.0,0.171,0.233,2.67e-06,0.181,0.557,139.999,204311.0,hip hop
13508,Global,59.2,you dont know how it feels,Tom Petty,album,1419670.0,False,Wildflowers,1994-10-21,0.765,0.502,9.0,-7.393,1.0,0.0321,0.119,0.0011,0.171,0.836,144.204,289440.0,rock
35611,Global,59.2,how to talk,Lil Uzi Vert,album,10065137.0,True,Luv Is Rage 2,2017-08-25,0.728,0.73,5.0,-5.402,1.0,0.213,0.741,0.0,0.705,0.736,136.05200000000002,201544.0,rap
16290,Global,59.2,thursday,Jess Glynne,album,2340619.0,False,Always In Between (Deluxe),2018-10-12,0.82,0.5820000000000001,2.0,-4.441,1.0,0.0454,0.428,0.0,0.0419,0.309,112.064,214027.0,pop
39701,Global,59.2,like i do,David Guetta - Martin Garrix - Brooks,album,21659022.0,False,7,2018-09-14,0.667,0.871,0.0,-4.905,0.0,0.0343,0.00569,0.00655,0.165,0.187,128.042,201560.0,pop
63112,Global,59.2,realer n realer,Future - Juice WRLD,album,9442830,True,Future & Juice WRLD Present... WRLD ON DRUGS,2018-10-19,0.73,0.465,1.0,-6.29,1.0,0.278,0.0117,0.0,0.28,0.3670000000000001,148.028,170920.0,hip hop
17053,Global,58.40000000000001,high end,Chris Brown - Future - Young Thug,single,12520603.0,True,High End (feat. Future & Young Thug),2017-10-13,0.725,0.503,10.0,-5.646,1.0,0.209,0.0144,1.52e-06,0.124,0.0636,153.047,202214.0,pop
20031,Global,58.40000000000001,beautiful trauma,P!nk,single,9614009.0,True,Beautiful Trauma,2017-09-28,0.412,0.619,7.0,-6.39,1.0,0.0725,0.0868,2.55e-06,0.4,0.234,95.977,250053.0,pop
66060,Global,58.40000000000001,there you are,ZAYN,album,13407533,False,Icarus Falls,2018-12-13,0.452,0.688,0.0,-4.84,0.0,0.0385,0.0263,0.0,0.11,0.313,76.99,199600.0,pop
47873,Global,58.40000000000001,just like you,Louis Tomlinson,single,4050148.0,True,Just Like You,2017-10-12,0.703,0.628,0.0,-5.914,1.0,0.203,0.364,0.0,0.384,0.471,138.032,205217.0,pop
80849,Global,58.40000000000001,there he go,DaBaby,album,4807934,True,KIRK,2019-09-27,0.836,0.747,1.0,-3.3680000000000003,0.0,0.136,0.339,0.0,0.0739,0.758,84.435,143296.0,hip hop
66556,Global,58.40000000000001,patricia,Florence + The Machine,album,5344593,False,High As Hope,2018-06-29,0.507,0.652,9.0,-5.872000000000001,0.0,0.0469,0.528,0.0005009999999999999,0.108,0.191,118.003,217413.0,pop
66888,Global,58.40000000000001,finally // beautiful stranger,Halsey,single,12622150,False,Finally // beautiful stranger,2019-12-06,0.626,0.55,9.0,-5.105,0.0,0.029,0.051,0.0,0.118,0.123,133.976,221096.0,pop
40182,Global,58.40000000000001,you dont do it for me anymore,Demi Lovato,single,18346890.0,False,You Don't Do It For Me Anymore,2017-09-08,0.373,0.418,1.0,-6.316,1.0,0.0533,0.0901,0.0,0.0918,0.117,95.557,197733.0,pop
21960,Global,58.40000000000001,let you down,NF,single,4425041.0,False,Let You Down,2017-09-15,0.6579999999999999,0.715,5.0,-5.688,0.0,0.122,0.319,0.0,0.181,0.473,147.993,212120.0,hip hop
69555,Global,58.40000000000001,911,Damso,album,2622238,True,QALF,2020-09-17,0.685,0.706,11.0,-7.02,0.0,0.0545,0.0894,0.0287,0.0986,0.64,155.989,172293.0,hip hop
